2005 - Total de Pessoas do Norte: 17686
2005 - Total de Pessoas do Nordeste: 57166
2005 - Total de Pessoas do Sudeste: 155934
2005 - Total de Pessoas do Sul: 60275
2005 - Total de Pessoas do Centro-Oeste: 32277
